,Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Address Type,YrSold,MonthSold,DaySold,MissingValues
2643,Flemington,3,h,1100000.0,VB,Nelson,4.4,3031.0,3.0,2.0,0.0,150.0,1900.0,Moonee Valley,-37.7857,144.9305,Northern,3593.0,St,2016,6,18,False
2644,Flemington,2,h,957000.0,SP,Nelson,4.4,3031.0,2.0,1.0,0.0,126.0,0.0,Melbourne,-37.7847,144.9341,Northern,3593.0,St,2016,5,22,True
2645,Flemington,3,h,991000.0,S,Rendina,4.4,3031.0,3.0,1.0,4.0,126.0,1915.0,Moonee Valley,-37.7867,144.9249,Northern,3593.0,St,2016,4,23,False
2646,Flemington,3,h,850000.0,VB,Jellis,4.4,3031.0,4.0,2.0,0.0,126.0,1905.0,Moonee Valley,-37.7866,144.9343,Northern,3593.0,St,2016,9,24,False
2647,Flemington,1,u,395000.0,SP,Nelson,4.4,3031.0,1.0,1.0,1.0,50.0,1880.0,Moonee Valley,-37.788,144.9306,Northern,3593.0,Rd,2017,2,25,False
2648,Flemington,2,u,350000.0,VB,Jellis,4.4,3031.0,2.0,1.0,1.0,126.0,1970.0,Moonee Valley,-37.7857,144.9244,Northern,3593.0,St,2016,7,26,False
2649,Flemington,3,h,1115000.0,S,Nelson,4.4,3031.0,3.0,1.0,1.0,84.0,1940.0,Moonee Valley,-37.7823,144.9278,Northern,3593.0,St,2016,11,27,False
2650,Flemington,2,u,420500.0,S,Jellis,4.4,3031.0,2.0,1.0,1.0,52.0,1970.0,Moonee Valley,-37.783,144.93200000000004,Northern,3593.0,St,2016,5,28,False
2651,Footscray,3,t,585000.0,S,Nelson,6.4,3011.0,3.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7955,144.9063,Western,7570.0,Rd,2016,3,9,True
2652,Footscray,1,u,85000.0,PI,Lessthan50,6.4,3011.0,1.0,1.0,0.0,126.0,2007.0,Maribyrnong,-37.7911,144.89,Western,7570.0,St,2016,3,9,False
2653,Footscray,4,h,1225000.0,SP,Nelson,6.4,3011.0,4.0,2.0,1.0,130.0,1915.0,Maribyrnong,-37.7943,144.8875,Western,7570.0,St,2016,3,12,False
2654,Footscray,2,u,431000.0,SP,Jas,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7963,144.8853,Western,7570.0,St,2016,3,12,True
2655,Footscray,3,h,1003000.0,S,Lessthan10,6.4,3011.0,3.0,1.0,1.0,98.0,1900.0,Maribyrnong,-37.797,144.9051,Western,7570.0,St,2016,3,12,False
2656,Footscray,3,h,840000.0,S,Sweeney,6.4,3011.0,3.0,1.0,0.0,93.0,1900.0,Maribyrnong,-37.7959,144.8863,Western,7570.0,St,2016,3,12,False
2657,Footscray,3,h,1362000.0,S,Village,6.4,3011.0,3.0,2.0,0.0,156.0,1890.0,Maribyrnong,-37.7958,144.9024,Western,7570.0,St,2016,3,12,False
2658,Footscray,4,h,977000.0,S,Village,6.4,3011.0,4.0,2.0,1.0,161.0,2007.0,Maribyrnong,-37.7983,144.8911,Western,7570.0,St,2016,3,12,False
2659,Footscray,1,u,216000.0,S,Sweeney,6.4,3011.0,1.0,1.0,1.0,50.0,1970.0,Maribyrnong,-37.7907,144.8924,Western,7570.0,St,2016,4,2,False
2660,Footscray,3,h,876000.0,S,Jas,6.4,3011.0,3.0,2.0,2.0,106.0,1990.0,Maribyrnong,-37.8012,144.8921,Western,7570.0,St,2017,4,3,False
2661,Footscray,1,u,227000.0,S,Sweeney,6.4,3011.0,1.0,1.0,1.0,52.0,1970.0,Maribyrnong,-37.7907,144.8924,Western,7570.0,St,2017,4,3,False
2662,Footscray,4,t,841000.0,S,Jellis,6.4,3011.0,4.0,2.0,2.0,160.0,2000.0,Maribyrnong,-37.7959,144.8989,Western,7570.0,Rd,2017,4,3,False
2663,Footscray,2,u,605000.0,SP,Jas,6.4,3011.0,2.0,1.0,3.0,87.0,2000.0,Maribyrnong,-37.8044,144.9064,Western,7570.0,St,2017,4,3,False
2664,Footscray,2,u,305000.0,PI,Lessthan50,6.4,3011.0,2.0,1.0,1.0,35.0,2013.0,Maribyrnong,-37.8014,144.8959,Western,7570.0,St,2017,4,3,False
2665,Footscray,2,t,480000.0,PI,Jas,6.4,3011.0,2.0,1.0,1.0,75.0,2010.0,Maribyrnong,-37.7919,144.8854,Western,7570.0,St,2016,6,8,False
2666,Footscray,1,u,357000.0,S,Village,6.4,3011.0,1.0,1.0,0.0,126.0,1980.0,Maribyrnong,-37.7964,144.9027,Western,7570.0,St,2016,6,8,False
2667,Footscray,3,h,910000.0,S,Village,6.4,3011.0,3.0,1.0,1.0,118.0,1940.0,Maribyrnong,-37.7913,144.8879,Western,7570.0,St,2016,6,8,False
2668,Footscray,1,u,291000.0,PI,Sweeney,6.4,3011.0,1.0,1.0,1.0,46.0,1970.0,Maribyrnong,-37.7978,144.8918,Western,7570.0,Rd,2016,7,5,False
2669,Footscray,2,h,375000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,126.0,1968.0,Maribyrnong,-37.7906,144.8856,Western,7570.0,St,2016,7,5,False
2670,Footscray,2,h,752000.0,SP,Jas,6.4,3011.0,2.0,1.0,0.0,98.0,1910.0,Maribyrnong,-37.7922,144.891,Western,7570.0,St,2016,7,5,False
2671,Footscray,3,h,1155000.0,S,Lessthan50,6.4,3011.0,3.0,1.0,3.0,120.0,1950.0,Maribyrnong,-37.7941,144.8924,Western,7570.0,Rd,2016,7,11,False
2672,Footscray,3,h,930000.0,PI,Sweeney,6.4,3011.0,3.0,1.0,3.0,126.0,0.0,Maribyrnong,-37.7931,144.893,Western,7570.0,Rd,2016,8,10,True
2673,Footscray,2,u,490000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.8006,144.881,Western,7570.0,St,2016,8,10,True
2674,Footscray,3,h,853000.0,S,Village,6.4,3011.0,3.0,1.0,1.0,141.0,2010.0,Maribyrnong,-37.7962,144.8851,Western,7570.0,St,2016,8,10,False
2675,Footscray,4,h,1290000.0,S,Lessthan10,6.4,3011.0,3.0,1.0,2.0,126.0,0.0,Maribyrnong,-37.7969,144.9049,Western,7570.0,St,2016,8,10,True
2676,Footscray,3,u,480000.0,S,Nelson,6.4,3011.0,3.0,1.0,1.0,90.0,1985.0,Maribyrnong,-37.7949,144.9007,Western,7570.0,St,2016,8,10,False
2677,Footscray,4,h,775000.0,S,Sweeney,6.4,3011.0,2.0,1.0,2.0,87.0,1890.0,Maribyrnong,-37.7901,144.8883,Western,7570.0,St,2016,8,10,False
2678,Footscray,2,h,900000.0,SP,Village,6.4,3011.0,2.0,1.0,0.0,126.0,1900.0,Maribyrnong,-37.7969,144.88299999999995,Western,7570.0,St,2016,10,12,False
2679,Footscray,2,u,281000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,65.0,1980.0,Maribyrnong,-37.7891,144.8912,Western,7570.0,St,2016,10,12,False
2680,Footscray,4,h,1300000.0,S,hockingstuart,6.4,3011.0,4.0,2.0,3.0,190.0,1950.0,Maribyrnong,-37.7923,144.8848,Western,7570.0,St,2016,10,12,False
2681,Footscray,3,t,714000.0,S,Jas,6.4,3011.0,3.0,2.0,2.0,3.0,2008.0,Maribyrnong,-37.7948,144.8868,Western,7570.0,St,2016,10,12,False
2682,Footscray,3,h,775000.0,SP,Jas,6.4,3011.0,3.0,2.0,1.0,126.0,0.0,Maribyrnong,-37.8021,144.8924,Western,7570.0,St,2016,10,12,True
2683,Footscray,2,h,950000.0,PI,Lessthan50,6.4,3011.0,2.0,1.0,2.0,92.0,1940.0,Maribyrnong,-37.7909,144.8884,Western,7570.0,Rd,2017,11,2,False
2684,Footscray,3,u,674000.0,S,Jellis,6.4,3011.0,3.0,2.0,1.0,126.0,0.0,Maribyrnong,-37.8016,144.9082,Western,7570.0,Pl,2017,11,2,True
2685,Footscray,3,h,760000.0,S,Biggin,6.4,3011.0,3.0,1.0,1.0,115.0,1910.0,Maribyrnong,-37.7975,144.8894,Western,7570.0,St,2016,12,6,False
2686,Footscray,2,u,420000.0,VB,Village,6.4,3011.0,2.0,1.0,1.0,75.0,2010.0,Maribyrnong,-37.8042,144.9049,Western,7570.0,St,2016,12,6,False
2687,Footscray,2,t,560000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7969,144.8852,Western,7570.0,St,2016,12,11,True
2688,Footscray,2,h,575000.0,S,Lessthan50,6.4,3011.0,2.0,1.0,1.0,126.0,2000.0,Maribyrnong,-37.796,144.899,Western,7570.0,Rd,2016,12,11,False
2689,Footscray,4,h,1100000.0,SP,Biggin,6.4,3011.0,3.0,1.0,2.0,126.0,0.0,Maribyrnong,-37.802,144.889,Western,7570.0,St,2016,8,13,True
2690,Footscray,3,h,932000.0,S,Jas,6.4,3011.0,2.0,1.0,1.0,130.0,1910.0,Maribyrnong,-37.8023,144.8915,Western,7570.0,St,2016,8,13,False
2691,Footscray,3,h,780000.0,S,Jas,6.4,3011.0,3.0,1.0,2.0,129.0,1900.0,Maribyrnong,-37.7935,144.8893,Western,7570.0,St,2016,5,14,False
2692,Footscray,2,u,295000.0,SP,Lessthan50,6.4,3011.0,2.0,1.0,1.0,69.0,1960.0,Maribyrnong,-37.7903,144.891,Western,7570.0,St,2016,10,15,False
2693,Footscray,2,u,433000.0,SP,Jas,6.4,3011.0,2.0,1.0,1.0,66.0,2012.0,Maribyrnong,-37.8017,144.8957,Western,7570.0,St,2016,10,15,False
2694,Footscray,2,t,410000.0,SP,Rendina,6.4,3011.0,2.0,2.0,1.0,80.0,2014.0,Maribyrnong,-37.7881,144.8838,Western,7570.0,Rd,2016,10,15,False
2695,Footscray,2,h,1170000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,103.0,1900.0,Maribyrnong,-37.7988,144.90200000000004,Western,7570.0,St,2016,10,15,False
2696,Footscray,1,u,375000.0,S,Biggin,6.4,3011.0,1.0,1.0,1.0,50.0,1920.0,Maribyrnong,-37.8006,144.881,Western,7570.0,St,2016,4,16,False
2697,Footscray,2,u,615000.0,S,Sweeney,6.4,3011.0,2.0,1.0,3.0,126.0,1960.0,Maribyrnong,-37.7975,144.8855,Western,7570.0,St,2016,4,16,False
2698,Footscray,3,h,747000.0,S,Jas,6.4,3011.0,3.0,1.0,1.0,120.0,1940.0,Maribyrnong,-37.8012,144.8924,Western,7570.0,St,2016,7,16,False
2699,Footscray,1,u,275000.0,PI,Sweeney,6.4,3011.0,1.0,1.0,1.0,126.0,1970.0,Maribyrnong,-37.8053,144.9029,Western,7570.0,St,2016,7,16,False
2700,Footscray,3,h,1045000.0,S,Sweeney,6.4,3011.0,3.0,2.0,2.0,126.0,0.0,Maribyrnong,-37.7976,144.8976,Western,7570.0,St,2016,7,16,True
2701,Footscray,3,h,775000.0,SP,Sweeney,6.4,3011.0,3.0,1.0,1.0,99.0,1920.0,Maribyrnong,-37.7956,144.8848,Western,7570.0,St,2016,7,16,False
2702,Footscray,2,u,571000.0,S,hockingstuart,6.4,3011.0,2.0,2.0,1.0,78.0,2013.0,Maribyrnong,-37.8025,144.9073,Western,7570.0,St,2016,7,16,False
2703,Footscray,2,u,310000.0,PI,Sweeney,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7878,144.8919,Western,7570.0,St,2016,9,17,True
2704,Footscray,1,u,305000.0,S,Lessthan50,6.4,3011.0,1.0,1.0,1.0,70.0,1965.0,Maribyrnong,-37.7903,144.8899,Western,7570.0,St,2016,9,17,False
2705,Footscray,3,h,860500.0,S,Lessthan50,6.4,3011.0,3.0,2.0,2.0,228.0,1980.0,Maribyrnong,-37.7963,144.8862,Western,7570.0,St,2016,9,17,False
2706,Footscray,3,t,820000.0,SP,Sweeney,6.4,3011.0,3.0,2.0,1.0,126.0,0.0,Maribyrnong,-37.8021,144.8976,Western,7570.0,St,2017,3,18,True
2707,Footscray,1,u,210000.0,VB,Lessthan50,6.4,3011.0,1.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7878,144.8904,Western,7570.0,St,2017,3,18,True
2708,Footscray,3,h,875000.0,S,Village,6.4,3011.0,3.0,1.0,0.0,92.0,0.0,Maribyrnong,-37.8022,144.8924,Western,7570.0,St,2017,3,18,True
2709,Footscray,2,u,370000.0,SP,Sweeney,6.4,3011.0,2.0,1.0,1.0,75.0,2007.0,Maribyrnong,-37.7992,144.8961,Western,7570.0,St,2016,6,18,False
2710,Footscray,2,h,711000.0,SP,Jas,6.4,3011.0,2.0,1.0,2.0,90.0,1910.0,Maribyrnong,-37.7968,144.8887,Western,7570.0,St,2016,6,18,False
2711,Footscray,3,u,665000.0,S,Greg,6.4,3011.0,3.0,2.0,1.0,126.0,0.0,Maribyrnong,-37.8016,144.9082,Western,7570.0,Pl,2016,6,18,True
2712,Footscray,2,h,690500.0,SP,Rendina,6.4,3011.0,2.0,1.0,1.0,98.0,1900.0,Maribyrnong,-37.7903,144.8879,Western,7570.0,Rd,2016,11,19,False
2713,Footscray,2,h,747000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,94.0,1900.0,Maribyrnong,-37.7964,144.8871,Western,7570.0,St,2016,11,19,False
2714,Footscray,2,h,858000.0,SP,Jas,6.4,3011.0,2.0,1.0,1.0,93.0,1915.0,Maribyrnong,-37.7966,144.9016,Western,7570.0,St,2016,5,22,False
2715,Footscray,4,t,699000.0,VB,Raine,6.4,3011.0,4.0,2.0,2.0,126.0,2015.0,Maribyrnong,-37.7905,144.8882,Western,7570.0,Rd,2016,8,22,False
2716,Footscray,2,h,835000.0,SP,Jas,6.4,3011.0,2.0,1.0,1.0,109.0,1920.0,Maribyrnong,-37.7962,144.8844,Western,7570.0,St,2016,8,22,False
2717,Footscray,2,h,661000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,83.0,1970.0,Maribyrnong,-37.7946,144.8903,Western,7570.0,St,2016,8,22,False
2718,Footscray,2,h,757500.0,S,Sweeney,6.4,3011.0,2.0,1.0,0.0,108.0,1900.0,Maribyrnong,-37.7959,144.8901,Western,7570.0,St,2016,8,22,False
2719,Footscray,1,u,282000.0,PI,Sweeney,6.4,3011.0,1.0,1.0,1.0,42.0,1975.0,Maribyrnong,-37.7949,144.9007,Western,7570.0,St,2016,9,24,False
2720,Footscray,3,t,699000.0,S,Jas,6.4,3011.0,3.0,1.0,1.0,113.0,2000.0,Maribyrnong,-37.7922,144.8831,Western,7570.0,St,2016,9,24,False
2721,Footscray,3,h,850000.0,SP,Village,6.4,3011.0,3.0,1.0,0.0,99.0,1930.0,Maribyrnong,-37.795,144.88299999999995,Western,7570.0,St,2017,2,25,False
2722,Footscray,2,u,315000.0,PI,C21,6.4,3011.0,2.0,1.0,1.0,74.0,1970.0,Maribyrnong,-37.7899,144.893,Western,7570.0,St,2017,2,25,False
2723,Footscray,3,h,740000.0,SP,Jas,6.4,3011.0,3.0,1.0,1.0,94.0,1910.0,Maribyrnong,-37.8059,144.901,Western,7570.0,St,2017,2,25,False
2724,Footscray,2,u,360000.0,S,Lessthan50,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.8012,144.8964,Western,7570.0,St,2017,2,25,True
2725,Footscray,3,h,980000.0,S,Lessthan50,6.4,3011.0,3.0,2.0,2.0,154.0,2006.0,Maribyrnong,-37.7987,144.9034,Western,7570.0,St,2016,7,26,False
2726,Footscray,3,u,561000.0,SP,Nelson,6.4,3011.0,3.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.7952,144.909,Western,7570.0,Rd,2016,6,27,True
2727,Footscray,2,u,316000.0,S,Lessthan50,6.4,3011.0,2.0,1.0,1.0,55.0,1960.0,Maribyrnong,-37.789,144.8932,Western,7570.0,St,2016,6,27,False
2728,Footscray,2,h,800000.0,S,Village,6.4,3011.0,2.0,1.0,2.0,126.0,1940.0,Maribyrnong,-37.7969,144.9042,Western,7570.0,St,2016,6,27,False
2729,Footscray,2,h,760000.0,PI,Lessthan50,6.4,3011.0,2.0,1.0,0.0,70.0,1920.0,Maribyrnong,-37.7988,144.9045,Western,7570.0,St,2016,6,27,False
2730,Footscray,3,t,735000.0,S,Jas,6.4,3011.0,3.0,2.0,2.0,168.0,2010.0,Maribyrnong,-37.8001,144.8797,Western,7570.0,Rd,2016,6,27,False
2731,Footscray,2,h,823000.0,S,Jas,6.4,3011.0,2.0,1.0,0.0,126.0,0.0,Maribyrnong,-37.7946,144.8944,Western,7570.0,St,2016,6,27,True
2732,Footscray,4,h,1225000.0,SP,Nelson,6.4,3011.0,4.0,2.0,1.0,130.0,1915.0,Maribyrnong,-37.7943,144.8875,Western,7570.0,St,2016,11,27,False
2733,Footscray,2,u,296000.0,S,Sweeney,6.4,3011.0,2.0,1.0,1.0,126.0,0.0,Maribyrnong,-37.789,144.8932,Western,7570.0,St,2016,11,27,True
2734,Footscray,3,h,886500.0,S,Greg,6.4,3011.0,3.0,1.0,0.0,126.0,0.0,Maribyrnong,-37.7942,144.8933,Western,7570.0,Other,2016,11,27,True
2735,Footscray,3,h,767500.0,S,Sweeney,6.4,3011.0,3.0,2.0,0.0,98.0,1930.0,Maribyrnong,-37.7942,144.8832,Western,7570.0,St,2016,5,28,False
2736,Footscray,2,u,395000.0,SP,Greg,6.4,3011.0,2.0,2.0,1.0,79.0,2009.0,Maribyrnong,-37.8006,144.9053,Western,7570.0,St,2016,5,28,False
2737,Footscray,4,h,815000.0,PI,Biggin,6.4,3011.0,4.0,2.0,1.0,151.0,1910.0,Maribyrnong,-37.7914,144.8957,Western,7570.0,St,2016,5,28,False
2738,Footscray,3,t,757000.0,S,Jas,6.4,3011.0,3.0,2.0,2.0,102.0,2011.0,Maribyrnong,-37.7987,144.8807,Western,7570.0,Dr,2016,8,28,False
2739,Footscray,4,h,1450000.0,SP,Village,6.4,3011.0,4.0,1.0,1.0,160.0,1910.0,Maribyrnong,-37.7958,144.9001,Western,7570.0,St,2016,8,28,False
2740,Footscray,2,h,745000.0,S,Village,6.4,3011.0,2.0,1.0,1.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western,7570.0,St,2016,7,30,False
2741,Footscray,2,h,716000.0,S,Ray,6.4,3011.0,2.0,1.0,2.0,275.0,2000.0,Maribyrnong,-37.7939,144.8846,Western,7570.0,St,2016,7,30,False
2742,Glen Iris,3,h,1735000.0,S,hockingstuart,9.2,3146.0,3.0,2.0,3.0,170.0,1935.0,Boroondara,-37.854,145.0832,Southern,10412.0,St,2016,3,9,False
2743,Glen Iris,2,h,1699000.0,S,Jellis,9.2,3146.0,3.0,1.0,2.0,126.0,0.0,Boroondara,-37.8573,145.077,Southern,10412.0,St,2016,3,9,True
2744,Glen Iris,4,h,3400000.0,VB,Kay,9.2,3146.0,4.0,3.0,2.0,265.0,1920.0,Stonnington,-37.8628,145.0436,Southern,10412.0,St,2016,3,9,False
2745,Glen Iris,5,h,3730000.0,PI,Lessthan50,9.2,3146.0,4.0,3.0,2.0,353.0,1925.0,Stonnington,-37.8637,145.0438,Southern,10412.0,St,2016,3,9,False
2746,Glen Iris,4,h,1800000.0,VB,Marshall,9.2,3146.0,4.0,2.0,2.0,217.0,1930.0,Boroondara,-37.8522,145.0893,Southern,10412.0,Rd,2016,3,12,False
2747,Glen Iris,4,h,1998000.0,S,Lessthan50,9.2,3146.0,4.0,2.0,1.0,183.0,2002.0,Boroondara,-37.8513,145.0601,Southern,10412.0,Rd,2016,3,12,False
2748,Glen Iris,2,u,671000.0,S,Noel,9.2,3146.0,2.0,1.0,1.0,85.0,1960.0,Boroondara,-37.8555,145.0889,Southern,10412.0,Rd,2017,4,3,False
2749,Glen Iris,4,h,3110000.0,S,Jellis,9.2,3146.0,4.0,2.0,4.0,126.0,0.0,Stonnington,-37.853,145.0491,Southern,10412.0,Gr,2017,4,3,True
2750,Glen Iris,3,h,1780000.0,S,hockingstuart,9.2,3146.0,3.0,1.0,2.0,126.0,0.0,Boroondara,-37.8599,145.0898,Southern,10412.0,St,2017,4,3,True
2751,Glen Iris,3,h,1425000.0,S,Marshall,9.2,3146.0,3.0,2.0,2.0,163.0,2006.0,Boroondara,-37.8639,145.0641,Southern,10412.0,St,2017,4,3,False
2752,Glen Iris,3,h,1530000.0,S,Jellis,9.2,3146.0,3.0,1.0,1.0,118.0,1940.0,Boroondara,-37.8543,145.0889,Southern,10412.0,Rd,2016,4,6,False
2753,Glen Iris,4,h,1900000.0,PI,Jellis,9.2,3146.0,4.0,4.0,2.0,323.0,1985.0,Boroondara,-37.8646,145.0673,Southern,10412.0,St,2016,4,6,False
2754,Glen Iris,2,h,1500000.0,S,Marshall,9.2,3146.0,3.0,1.0,2.0,126.0,0.0,Boroondara,-37.8536,145.0911,Southern,10412.0,St,2016,4,6,True
2755,Glen Iris,3,h,1360000.0,PI,Fletchers,9.2,3146.0,3.0,2.0,1.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern,10412.0,St,2016,4,6,False
2756,Glen Iris,5,h,2175000.0,S,Fletchers,9.2,3146.0,5.0,3.0,4.0,327.0,2003.0,Boroondara,-37.8554,145.0611,Southern,10412.0,Pde,2016,4,6,False
2757,Glen Iris,4,h,2325000.0,PI,Marshall,9.2,3146.0,4.0,3.0,2.0,314.0,1930.0,Boroondara,-37.8523,145.0726,Southern,10412.0,St,2016,4,6,False
2758,Glen Iris,4,h,2538000.0,S,Marshall,9.2,3146.0,4.0,2.0,3.0,314.0,2000.0,Boroondara,-37.856,145.0691,Southern,10412.0,Rd,2016,6,8,False
2759,Glen Iris,4,h,2300000.0,VB,Jellis,9.2,3146.0,4.0,3.0,4.0,254.0,1941.0,Boroondara,-37.8552,145.082,Southern,10412.0,St,2016,6,8,False
2760,Glen Iris,2,u,550000.0,SP,Jellis,9.2,3146.0,2.0,1.0,1.0,63.0,1968.0,Stonnington,-37.8567,145.0435,Southern,10412.0,Rd,2016,7,5,False
2761,Glen Iris,3,h,1600000.0,VB,Fletchers,9.2,3146.0,3.0,2.0,1.0,134.0,1940.0,Boroondara,-37.852,145.0942,Southern,10412.0,St,2016,7,5,False
2762,Glen Iris,3,h,2100000.0,VB,Marshall,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.856,145.0705,Southern,10412.0,Rd,2016,7,5,True
2763,Glen Iris,3,h,2115000.0,S,Jellis,9.2,3146.0,4.0,2.0,2.0,157.0,1920.0,Boroondara,-37.8501,145.059,Southern,10412.0,Rd,2016,7,5,False
2764,Glen Iris,3,h,1700000.0,S,Jellis,9.2,3146.0,3.0,2.0,2.0,188.0,1951.0,Boroondara,-37.8602,145.0925,Southern,10412.0,St,2016,7,5,False
2765,Glen Iris,4,h,3500000.0,S,Kay,9.2,3146.0,4.0,2.0,2.0,126.0,0.0,Stonnington,-37.8625,145.04399999999995,Southern,10412.0,St,2016,7,5,True
2766,Glen Iris,3,h,1750000.0,S,Jellis,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.8556,145.06799999999996,Southern,10412.0,Rd,2016,7,5,True
2767,Glen Iris,3,h,967500.0,S,Marshall,9.2,3146.0,3.0,2.0,1.0,126.0,0.0,Boroondara,-37.8515,145.0938,Southern,10412.0,St,2016,7,11,True
2768,Glen Iris,4,h,2077000.0,S,RT,9.2,3146.0,4.0,2.0,3.0,143.0,1910.0,Boroondara,-37.8589,145.0413,Southern,10412.0,Rd,2016,7,11,False
2769,Glen Iris,4,h,2850000.0,S,Jellis,9.2,3146.0,4.0,3.0,2.0,305.0,1935.0,Boroondara,-37.8526,145.0848,Southern,10412.0,Rd,2016,7,11,False
2770,Glen Iris,2,u,411000.0,SP,Noel,9.2,3146.0,2.0,1.0,1.0,65.0,1970.0,Stonnington,-37.85,145.0461,Southern,10412.0,St,2016,8,10,False
2771,Glen Iris,3,h,1222000.0,S,Marshall,9.2,3146.0,3.0,1.0,1.0,126.0,0.0,Boroondara,-37.85,145.05700000000004,Southern,10412.0,Rd,2016,8,10,True
2772,Glen Iris,4,h,1550000.0,S,Marshall,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.8588,145.0832,Southern,10412.0,Pde,2016,8,10,True
2773,Glen Iris,3,h,1660000.0,S,Lessthan10,9.2,3146.0,3.0,1.0,2.0,126.0,1930.0,Boroondara,-37.847,145.0535,Southern,10412.0,Rd,2016,10,9,False
2774,Glen Iris,6,h,2250000.0,VB,Gary,9.2,3146.0,5.0,3.0,2.0,126.0,1940.0,Boroondara,-37.8534,145.0785,Southern,10412.0,St,2016,10,9,False
2775,Glen Iris,3,u,1162000.0,S,Jellis,9.2,3146.0,2.0,2.0,2.0,126.0,0.0,Boroondara,-37.8579,145.0736,Southern,10412.0,Rd,2016,10,9,True
2776,Glen Iris,4,h,2020000.0,PI,Marshall,9.2,3146.0,4.0,2.0,2.0,351.0,2009.0,Boroondara,-37.8667,145.0752,Southern,10412.0,St,2016,10,9,False
2777,Glen Iris,2,h,845000.0,S,Noel,9.2,3146.0,2.0,0.0,0.0,126.0,0.0,Stonnington,-37.863,145.0501,Southern,10412.0,St,2016,10,9,True
2778,Glen Iris,3,h,1510000.0,PI,hockingstuart,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.8597,145.0883,Southern,10412.0,St,2016,10,9,True
2779,Glen Iris,4,h,2010000.0,S,Marshall,9.2,3146.0,4.0,2.0,2.0,212.0,1930.0,Boroondara,-37.8509,145.0916,Southern,10412.0,St,2016,10,12,False
2780,Glen Iris,4,h,2975000.0,S,Marshall,9.2,3146.0,4.0,3.0,4.0,30.0,1930.0,Boroondara,-37.8541,145.0643,Southern,10412.0,Pde,2016,10,12,False
2781,Glen Iris,2,u,585000.0,SP,Marshall,9.2,3146.0,2.0,1.0,1.0,126.0,0.0,Boroondara,-37.8523,145.0936,Southern,10412.0,St,2016,10,12,True
2782,Glen Iris,3,h,1275000.0,VB,Lessthan50,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.8596,145.0871,Southern,10412.0,St,2016,10,12,True
2783,Glen Iris,1,u,452000.0,S,RT,9.2,3146.0,1.0,1.0,1.0,52.0,1980.0,Stonnington,-37.8552,145.05,Southern,10412.0,Gr,2016,10,12,False
2784,Glen Iris,3,t,1625000.0,S,Jellis,9.2,3146.0,3.0,2.0,2.0,126.0,0.0,Boroondara,-37.8526,145.0853,Southern,10412.0,Rd,2016,10,12,True
2785,Glen Iris,4,h,1800000.0,SP,Marshall,9.2,3146.0,4.0,3.0,2.0,126.0,0.0,Stonnington,-37.8566,145.0439,Southern,10412.0,Rd,2016,12,11,True
2786,Glen Iris,3,h,1820000.0,S,Jellis,9.2,3146.0,3.0,1.0,3.0,136.0,1930.0,Boroondara,-37.8571,145.0766,Southern,10412.0,St,2016,12,11,False
2787,Glen Iris,1,u,291000.0,PI,hockingstuart,9.2,3146.0,1.0,1.0,1.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern,10412.0,St,2016,12,11,False
2788,Glen Iris,2,u,710000.0,VB,Jellis,9.2,3146.0,2.0,1.0,2.0,126.0,0.0,Boroondara,-37.8567,145.0666,Southern,10412.0,Other,2016,12,11,True
2789,Glen Iris,4,h,2376000.0,S,Jellis,9.2,3146.0,4.0,2.0,2.0,230.0,1925.0,Boroondara,-37.8479,145.0557,Southern,10412.0,St,2016,12,11,False
2790,Glen Iris,2,h,1020000.0,SP,Jellis,9.2,3146.0,2.0,1.0,0.0,126.0,1910.0,Stonnington,-37.8627,145.0402,Southern,10412.0,Rd,2016,12,11,False
